id,comment,label
160,"අතිවිශිෂ්ට, කාලෝචිත නිර්මාණයකි.",0
161,අතීතය වර්තමානය එකට හමු වූ අවස්තාවක්,0
162,අතීතය වර්තමානය සමඟ ,0
163,අතීතය වර්තමානය සහ අනාගතය අතර අතරමංව ,0
164,අතීතය සහ වර්තමානය අතර සන්වාදයක් ද එකම අච්චුවේ ..එකම අච්චුවේ,0
165,"අතීතය සහ වර්තමානය.. හිටපු විදිහ නෙමෙයි වැදගත්, දැන් ඉන්න විදිහයි..",0
166,අතීතය සහ වර්ථමානය ,0
167,"අතීතය,වර්තමානය සහ අනාගතය අතර අතරමන් වු හදවත් සොරාගත් ඒ සොඳුරු මිනිස්සුන් දෙදේනා.... ",0
168,අතීතයෙන් අනාගතයට දුරකතන ඇමතුමක්..,0
169,අතීතෙට කෝල් කලා වගේ ඇති බන්,0
170,අත්අඩංගුවට ගෙන වැලිකඩ බන්ධනාගාර ගත කොට ඔය මොංගල් බුරැවාව දින නොව සති 14 පුනරුත්ථාපන කල යුතුයි ,1
171,අත්තත් කියනව බන් පොඩ්ඩක් හොදට අහපල්ලකො බලන්ඩ,0
172,අද ඔබතුමා නායකත්වයේ නොසිටින්නට රටම අමු මල මිනීවලින් පිරුනු කනත්තක් වීම නවතාලීමට ශක්‍රයාටවත් නොහැකිවනු ඇති බව අපගේ හැඟීමයි.ඔබතුමාට තෙරුවන් සරණයි .,0
173,අද කිව්වා කියලා මතක තියා ගනිල්ලා මූ තමා ඊළග සහරාන්,1
174,"අද තිබ්බ හාල් සම්බන්ධ ලොකූ මීටිමක් දැන් ගියා ටීවී එකේ,ජනපතිතුමාගේ ප්‍රධානත්වයෙන්,සමහරු කියනවා හාල් හිඟ වෙයිලු,10 වෙනිදා ඉඳන් මෝල් වහනවලු,ගාන අඩු කරන්න බෑලු,ප්‍රොෆිට් අඩුයිලු,සෑහෙන ඩිස්කශන් එකක් ගියා,මොකද්ද විසඳුම කියලා හොයාගන්න බැරිවුණා,එක පාරට සුදු ජාතික ඇඳුම් අතරින් කොල පාට යුනිෆෝම් එකක් පෙන්නුවා,ටීවී එකේ,""අපි අවශ්‍ය වාහනත් දුන්නා,යුධ හමුදා සෙබළු යෙදෙව්වා,හාල් කිලෝ ලක්ශ 150ක් විතර තියනවා,යාපනේ හාල් කොච්චර තියනවද,කිලිනොච්චියේ හාල් කොච්චර තියනවද,පොළොන්නරුවේ හාල් කොච්චර තියනවද,මෝල් වලින් කවද්ද ගත්තේ,මෝල් වලින් කොච්චර ගත්තද,ඒ ස්ටෝස් කොහෙද තියෙන්නේ,මෝල් වල තව කොච්චර ගබඩා කරන්ඩ පුළුවන්ද,ඔක්කෝම දත්ත පැහැදිළිව අපි ගාව තියනවා,අපේ ඩේටා බේස් එකේ ඒවා තියනවා,අවශ්‍ය ඕනෑම මොහොතක අපිට ඒ හාල් නිකුත් කරන්ඩ හැකියාව තියනවා.""ඒ අපේ රට රකින ජාතියේ බ්‍රිගේඩියර් කෙනෙක් කතා කලේ...මීටින් එක ඉවරයි!!!-Tharu Rajapaksha-",0
175,අද රොගීන් රොහල් වලට බාරගන්නෙත් නෑ. . මෙම ගෑනි පහසුකම් හොදයි ලු.,0
176,අද හෙටම නිසැකවම ඇදෙවි ඔබෙ රුව සඳ මත පවා ඒ ඔබ උතුම් මිනිසෙකු නිසා අතිගරු ජනාධිපතිතුමනි... ,0
177,අදත් පෙන්නුවා මහා ලොකු මිනී අරන්යන්නෙ ආමි ටක් වලින් බල්ලන් බලලු වගේ අපි දැක්කා නිව්ස් වල.. Ok මැඩම්,0
178,අදනේ දැක්කේ ඔරිජිනල් විග් එක.. ,0
179,අදාල පාරිසරික තත්ත්ව හරි නම් හරියනවා. ,0
180,අනභිබවනීයයි මැතිනියනි. එක්ව දිනමු,0
181,අනර්ඝයි,0
182,අනාගත ජනපති ගමන සුබයි ජය නියතයි ,0
183,අනාගත පරපුර නිරෝගිමත් වෙිවි.,0
184,අනාගත මැතිවරණ කොමසාරිස්තුමා,0
185,අනාගතය අතීතය හමුවු ඒ සුන්දර මොහොත,0
186,අනාගතය අදයි!(ඩයලොග් විසින් අපේ මුදල් සූරා කා ප්‍රචාරය කෙරුන ලදී ),0
187,අනාගතය වර්තමානය එකම තැනක...,0
188,අනාගතයෙන් කෝල් එකක්.,0
189,අනාගතයෙන් වර්තමානයට කෝල් එකක් ඒ කියන්නෙ කාලය හරහ ගමන් කරලා,0
190,අනාගතෙ,0
191,අනාගතෙන් අතිතෙට ,0
192,අනාගතෙන් ආව කොල් එක... රැට්ටට ෆෙස් ඇෆ් එක ඕනෙම නෑ...,0
193,අනාගතෙන් ඇමතුමක් ලැබුනු ඒ සුන්දර මොහොත ,0
194,අනාගතෙන් කෝල් එකක් ,0
195,අනාගතෙයි වර්තමානෙයි විඩියො කොල් එකක ️,0
196,අනාගතේ පේන කණ්නාඩියක් ,0
197,අනාගතේ බලුවා වගේ (කණ්නාඩියෙන්),0
198,අනාගතේට කෝල් එකක් අරගෙන ,0
199,අනාගතේට ගිහිං තමන්ටම කතා කරලා . ,0
200,අනාගතේට වර්තමානෙන් කෝල් එකක් ,0
201,අනාගතේයි...වර්තමානේයි වගේ ️️,0
202,අනාත පුතුට සිය පියා හමුවූ ඒ සොදුරු මොහොත ,0
203,අනාරක්ෂිත ලිංගික හැසිරීම් නිසා මේවැනි දරු උපත් සිදු විය හැකිය ,0
204,අනි පලයන් යන්න සක්කිලි හුක්න්නි,1
205,අනිත් අය වගේ මමනම් ඔයාට බනින්නැ ඔයාට හොදයි කියලා හිතෙන දෙයක් කරන්න,0
206,අනිත් එකා කොච්චර කැතට හිටියත් තමන් හොදට ඉන්න 4ටො එකක් නම් ෆ්බී දාන එකෙක් හැම සෙට් එකකම ඉන්නවා ,0
207,අනිවා මල්ලි නියම කතාව,0
208,අනිවා මාත් යන්න හිටියේ මෙ කරුමයක් නිසා තාම මෙහෙ,0
209,අනිවා ⁣මෙිකි වැසිකිළියක ජාතක වෙලා තියෙන්නෙ.,1
210,අනිවා වතුර දාපං..හැමදාම....හිටවලා මදි..,0
211,අනිවාරයෙන් කොරොනා හැදිල මැරෙනව,1
212,අනිවාර්යයෙන්,0
213,අනිවාර්යයෙන් ,0
214,අනිවාර්යයෙන් ,0
215,අනිවාර්යයෙන් .මම දන්න කෙනෙකුත් ඉන්නවා .ඒනම් පිරිමි කෙනෙක් .මුහුද අවට තමයි .ඒත ඔය වගේ ජරා කටක් තියෙන කෙනෙක් ,0
